id	replyCount	likeCount	publishedAt	authorName	text	authorChannelId	authorChannelUrl	isReply	isReplyTo	isReplyToName
Ugwv05cQGeuuCU3uJR14AaABAg	0	0	2018-06-25 16:32:09	Diana Stokes-Harmon	She never let him finish! Then they manipulate the truth.	UCG0HwEyJA5pvfHV3CU19e7Q	http://www.youtube.com/channel/UCG0HwEyJA5pvfHV3CU19e7Q	0		
UgzhfSnsgL73JFYz-gF4AaABAg	0	0	2018-06-25 13:17:16	were wolf	why bother to talk to this lady she&#39;s not paying attention because she&#39;s a liberal	UC2YCmXlW78-Q8ODaDUC5W0A	http://www.youtube.com/channel/UC2YCmXlW78-Q8ODaDUC5W0A	0		
UgxMXU3HXhr85rpEf_d4AaABAg	0	0	2018-06-25 11:41:36	American Born Patriot.	Close your legs, don&#39;t produce babies when your values are not really worth anything and have zero virtues.	UCqa8nGipUYt_T_liIE1u_ZA	http://www.youtube.com/channel/UCqa8nGipUYt_T_liIE1u_ZA	0		
UgyfhVSnovJS7F8KhNZ4AaABAg	0	0	2018-06-25 07:43:02	LLJ L	GAIL KING KONG, let him finish his statements!!!! you&#39;re so rude! you cut him off because you don&#39;t agree with his responses!!!! pink, black, brown, white, purple, whatever skin color.....you break the law, you pay the price!!!! SIMPLE!!!! stop making it complicated!!!!! 👊👃	UCyqHsdtS5_JsQVUFkVqu8LQ	http://www.youtube.com/channel/UCyqHsdtS5_JsQVUFkVqu8LQ	0		
UgzcF68Z2M6OIY-iJs94AaABAg	0	0	2018-06-25 07:02:46	Parvez Aziz	Trump has to secure the border from savage people if their life is in danger tough luck. Stay in Mexico. Are u serious, these are workers we need. One year old, six month old..deport even legals who raise Mexican flag. Kick them out	UChsBDEsM2FT14ODVjWph4Yw	http://www.youtube.com/channel/UChsBDEsM2FT14ODVjWph4Yw	0		
UgwaL5GENi3jUr3OW194AaABAg	0	0	2018-06-25 06:57:35	Parvez Aziz	Trump is a great leader concerned with the destiny of h	UChsBDEsM2FT14ODVjWph4Yw	http://www.youtube.com/channel/UChsBDEsM2FT14ODVjWph4Yw	0		
Ugwleh6xHILgCAJPqjh4AaABAg	0	0	2018-06-25 04:52:56	James Fitz	Seems like all the interviews with border patrol agents that I have watched, including this one, are for the zero policy, they know zero policy doesn’t work, the left acts like this is a fishing expedition	UCLc1t62rtnfRJU5l58Fmmeg	http://www.youtube.com/channel/UCLc1t62rtnfRJU5l58Fmmeg	0		
Ugxz4muS5yMaT3Jd5rF4AaABAg	0	0	2018-06-25 00:53:31	kathleen white	i do not recall ever hearing CBS coverage of how children of U S citizens are separated from parents who are arrested. it is also a very emotional and tragic event. Does CBS think no parent is ever to be arrested? What a world we would live in if laws only apply to unmarried persons. i wish we citizens that are law abiding could take care of every child born to parents that break the laws, but probably unrealistic.	UCtUUj93PvEwRt28hqRR5ovQ	http://www.youtube.com/channel/UCtUUj93PvEwRt28hqRR5ovQ	0		
UgxxKvtOix-gfFBVdB54AaABAg	0	0	2018-06-24 22:11:04	Roulette Dave	Answer the first question?<br />This man is good at tippy toing around questions..that&#39;s why He&#39;s the boarder patrols poster boy.😡👎or he&#39;s straight dumb?	UCIzk6CqjN3SPPOXKm6sNZ2w	http://www.youtube.com/channel/UCIzk6CqjN3SPPOXKm6sNZ2w	0		
UgwMCOzlhkQO9rrouEh4AaABAg	0	0	2018-06-24 18:52:44	Fistful Of Steel	If you do not want to be separated come in &quot;LEGALLY&quot;	UCwgOFJE9Dtvbj7n79TT9Viw	http://www.youtube.com/channel/UCwgOFJE9Dtvbj7n79TT9Viw	0		
